262144,9,1.811000,2359296,1.302759
1048576,9,5.449000,9437184,1.731911
2359296,9,10.547000,21233664,2.013242
4194304,9,18.062000,37748736,2.089953
6553600,9,26.594999,58982400,2.217800
9437184,9,39.648998,84934656,2.142164
12845056,9,53.931000,115605504,2.143582
16777216,9,70.969002,150994944,2.127618
21233664,9,88.321999,191102976,2.163708
26214400,9,111.656998,235929600,2.112985
31719424,9,132.179993,285474816,2.159743
37748736,9,168.436996,339738624,2.017007
262144,25,2.022000,6553600,3.241147
1048576,25,4.702000,26214400,5.575160
2359296,25,18.107000,58982400,3.257436
4194304,25,17.476000,104857600,6.000092
6553600,25,26.622999,163840000,6.154077
9437184,25,40.438999,235929600,5.834210
12845056,25,55.692001,321126400,5.766113
16777216,25,71.345001,419430400,5.878904
21233664,25,90.265999,530841600,5.880859
26214400,25,116.977997,655360000,5.602421
31719424,25,131.699005,792985600,6.021196
37748736,25,156.294006,943718400,6.038097
262144,9,2.078000,2359296,1.135369
1048576,9,5.881000,9437184,1.604690
2359296,9,11.134000,21233664,1.907101
4194304,9,18.782000,37748736,2.009836
6553600,9,26.728001,58982400,2.206764
9437184,9,39.964001,84934656,2.125279
12845056,9,54.564999,115605504,2.118675
16777216,9,71.082001,150994944,2.124236
21233664,9,88.364998,191102976,2.162655
26214400,9,112.768997,235929600,2.092149
31719424,9,132.061996,285474816,2.161673
37748736,9,156.985992,339738624,2.164133
262144,25,1.404000,6553600,4.667806
1048576,25,4.492000,26214400,5.835796
2359296,25,9.613000,58982400,6.135691
4194304,25,17.059000,104857600,6.146761
6553600,25,25.927000,163840000,6.319281
9437184,25,40.833000,235929600,5.777915
12845056,25,53.449001,321126400,6.008090
16777216,25,69.833000,419430400,6.006192
21233664,25,88.306000,530841600,6.011387
26214400,25,108.467003,655360000,6.042022
31719424,25,130.899002,792985600,6.057996
37748736,25,156.235992,943718400,6.040339
262144,9,2.204000,2359296,1.070461
1048576,9,5.408000,9437184,1.745041
2359296,9,10.705000,21233664,1.983528
4194304,9,17.826000,37748736,2.117622
6553600,9,26.483000,58982400,2.227180
9437184,9,39.560001,84934656,2.146983
12845056,9,53.650002,115605504,2.154809
16777216,9,70.037003,150994944,2.155931
21233664,9,88.024002,191102976,2.171033
26214400,9,108.821999,235929600,2.168032
31719424,9,130.606003,285474816,2.185771
37748736,9,155.645996,339738624,2.182765
262144,25,1.581000,6553600,4.145225
1048576,25,4.481000,26214400,5.850123
2359296,25,9.714000,58982400,6.071896
4194304,25,17.082001,104857600,6.138485
6553600,25,25.879000,163840000,6.331002
9437184,25,39.696999,235929600,5.943260
12845056,25,53.719002,321126400,5.977892
16777216,25,69.560997,419430400,6.029677
21233664,25,89.808998,530841600,5.910784
26214400,25,108.387001,655360000,6.046482
31719424,25,130.330994,792985600,6.084398
37748736,25,157.483994,943718400,5.992472
262144,9,1.932000,2359296,1.221168
1048576,9,5.183000,9437184,1.820796
2359296,9,10.342000,21233664,2.053149
4194304,9,17.695000,37748736,2.133300
6553600,9,26.695999,58982400,2.209410
9437184,9,39.527000,84934656,2.148776
12845056,9,53.292000,115605504,2.169284
16777216,9,69.337997,150994944,2.177665
21233664,9,87.924004,191102976,2.173502
26214400,9,107.766998,235929600,2.189256
31719424,9,130.738998,285474816,2.183547
37748736,9,155.574005,339738624,2.183775
262144,25,1.545000,6553600,4.241812
1048576,25,4.401000,26214400,5.956464
2359296,25,9.379000,58982400,6.288773
4194304,25,17.150000,104857600,6.114146
6553600,25,26.952000,163840000,6.078955
9437184,25,39.919998,235929600,5.910060
12845056,25,53.599998,321126400,5.991164
16777216,25,72.140999,419430400,5.814036
21233664,25,87.879997,530841600,6.040528
26214400,25,109.232002,655360000,5.999707
31719424,25,131.682007,792985600,6.021974
37748736,25,161.906998,943718400,5.828768
262144,9,2.803000,2359296,0.841704
1048576,9,5.342000,9437184,1.766601
2359296,9,10.647000,21233664,1.994333
4194304,9,17.556000,37748736,2.150190
6553600,9,26.355000,58982400,2.237997
9437184,9,39.597000,84934656,2.144977
12845056,9,53.265999,115605504,2.170343
16777216,9,69.329002,150994944,2.177948
21233664,9,87.444000,191102976,2.185433
26214400,9,107.230003,235929600,2.200220
31719424,9,129.714005,285474816,2.200802
37748736,9,155.112000,339738624,2.190279
262144,25,1.482000,6553600,4.422132
1048576,25,4.410000,26214400,5.944308
2359296,25,9.599000,58982400,6.144640
4194304,25,17.240000,104857600,6.082228
6553600,25,26.055000,163840000,6.288236
9437184,25,39.566002,235929600,5.962937
12845056,25,53.505001,321126400,6.001801
16777216,25,69.390999,419430400,6.044450
21233664,25,88.245003,530841600,6.015543
26214400,25,108.519997,655360000,6.039072
31719424,25,130.591003,792985600,6.072284
37748736,25,175.514008,943718400,5.376884
