262144,9,1.889000,2359296,1.248966
1048576,9,5.331000,9437184,1.770247
2359296,9,11.825000,21233664,1.795659
4194304,9,19.659000,37748736,1.920176
6553600,9,29.988001,58982400,1.966867
9437184,9,44.193001,84934656,1.921903
12845056,9,59.683998,115605504,1.936960
16777216,9,77.888000,150994944,1.938616
21233664,9,98.224998,191102976,1.945564
26214400,9,120.278999,235929600,1.961519
31719424,9,145.104996,285474816,1.967367
37748736,9,172.535995,339738624,1.969088
262144,25,1.812000,6553600,3.616777
1048576,25,5.774000,26214400,4.540076
2359296,25,12.496000,58982400,4.720102
4194304,25,22.868000,104857600,4.585342
6553600,25,34.962002,163840000,4.686231
9437184,25,55.696999,235929600,4.235948
12845056,25,72.899002,321126400,4.405087
16777216,25,94.832001,419430400,4.422878
21233664,25,118.839996,530841600,4.466860
26214400,25,144.526993,655360000,4.534516
31719424,25,174.378998,792985600,4.547483
37748736,25,231.587997,943718400,4.074988
262144,9,2.100000,2359296,1.123474
1048576,9,5.803000,9437184,1.626259
2359296,9,11.846000,21233664,1.792475
4194304,9,20.025999,37748736,1.884987
6553600,9,29.818001,58982400,1.978080
9437184,9,43.803001,84934656,1.939015
12845056,9,59.980000,115605504,1.927401
16777216,9,77.842003,150994944,1.939762
21233664,9,98.139000,191102976,1.947268
26214400,9,120.528000,235929600,1.957467
31719424,9,145.367004,285474816,1.963821
37748736,9,173.235992,339738624,1.961132
262144,25,1.792000,6553600,3.657143
1048576,25,5.923000,26214400,4.425866
2359296,25,12.796000,58982400,4.609441
4194304,25,22.863001,104857600,4.586344
6553600,25,34.962002,163840000,4.686231
9437184,25,52.667999,235929600,4.479563
12845056,25,71.338997,321126400,4.501414
16777216,25,92.939003,419430400,4.512964
21233664,25,117.203003,530841600,4.529249
26214400,25,144.356995,655360000,4.539856
31719424,25,173.811005,792985600,4.562344
37748736,25,231.695999,943718400,4.073089
262144,9,2.046000,2359296,1.153126
1048576,9,5.830000,9437184,1.618728
2359296,9,11.790000,21233664,1.800989
4194304,9,19.304001,37748736,1.955488
6553600,9,30.011999,58982400,1.965294
9437184,9,44.063000,84934656,1.927573
12845056,9,59.757000,115605504,1.934593
16777216,9,79.000000,150994944,1.911328
21233664,9,97.910004,191102976,1.951823
26214400,9,120.257004,235929600,1.961878
31719424,9,149.039993,285474816,1.915424
37748736,9,182.714005,339738624,1.859401
262144,25,1.809000,6553600,3.622775
1048576,25,5.904000,26214400,4.440109
2359296,25,12.953000,58982400,4.553570
4194304,25,23.228001,104857600,4.514276
6553600,25,35.212002,163840000,4.652959
9437184,25,52.655998,235929600,4.480584
12845056,25,72.328003,321126400,4.439863
16777216,25,94.300003,419430400,4.447830
21233664,25,120.394997,530841600,4.409167
26214400,25,146.371994,655360000,4.477359
31719424,25,176.550995,792985600,4.491539
37748736,25,247.593002,943718400,3.811571
262144,9,2.411000,2359296,0.978555
1048576,9,5.814000,9437184,1.623183
2359296,9,11.728000,21233664,1.810510
4194304,9,20.245001,37748736,1.864595
6553600,9,31.263000,58982400,1.886652
9437184,9,45.283001,84934656,1.875641
12845056,9,61.452999,115605504,1.881202
16777216,9,80.535004,150994944,1.874898
21233664,9,99.474998,191102976,1.921116
26214400,9,127.682999,235929600,1.847776
31719424,9,148.238998,285474816,1.925774
37748736,9,176.229996,339738624,1.927814
262144,25,1.903000,6553600,3.443825
1048576,25,5.766000,26214400,4.546376
2359296,25,13.211000,58982400,4.464643
4194304,25,23.219999,104857600,4.515831
6553600,25,35.620998,163840000,4.599534
9437184,25,53.639000,235929600,4.398471
12845056,25,73.313004,321126400,4.380211
16777216,25,93.919998,419430400,4.465827
21233664,25,118.370003,530841600,4.484596
26214400,25,150.427002,655360000,4.356665
31719424,25,175.852997,792985600,4.509366
37748736,25,249.830994,943718400,3.777427
262144,9,2.089000,2359296,1.129390
1048576,9,5.916000,9437184,1.595197
2359296,9,12.172000,21233664,1.744468
4194304,9,20.554001,37748736,1.836564
6553600,9,30.396000,58982400,1.940466
9437184,9,45.417999,84934656,1.870066
12845056,9,60.573002,115605504,1.908532
16777216,9,78.749001,150994944,1.917420
21233664,9,99.178001,191102976,1.926869
26214400,9,122.777000,235929600,1.921611
31719424,9,147.878006,285474816,1.930475
37748736,9,175.940002,339738624,1.930991
262144,25,1.895000,6553600,3.458364
1048576,25,5.804000,26214400,4.516609
2359296,25,12.994000,58982400,4.539203
4194304,25,23.447001,104857600,4.472111
6553600,25,35.516998,163840000,4.613002
9437184,25,53.563999,235929600,4.404630
12845056,25,72.346001,321126400,4.438758
16777216,25,94.661003,419430400,4.430868
21233664,25,118.749001,530841600,4.470283
26214400,25,146.307999,655360000,4.479318
31719424,25,176.979004,792985600,4.480676
37748736,25,249.031006,943718400,3.789562
